CUIN,Company Name,CRO Name,Company Kind,Auditor Name,Auditor Appointment Date
37364,STOCK LINKS INVESTMENTS MANAGEMENT (PRIVATE) LIMITED,Karachi,Private Companies,MANSOOR SERAJ SALEEM AND CO.,14-Jun-03
46388,STOCK MASTER SECURITIES (PVT.) LIMITED,Lahore,Private Companies,ASLAM MALIK AND CO. CA (LHR),31-Oct-09
94308,STOCK POWER (PVT.) LIMITED,Quetta,Private Companies,A.G HABIB AND CO,31-Oct-16
72039,STOCK ROUTE (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,Aamir Shahzad,22-Oct-15
46824,STOCK STREET (PVT.) LIMITED,Islamabad,Private Companies,IQBAL YASIR KHALID,31-Oct-09
43225,STOCK VISION (PVT.) LIMITED,Islamabad,Private Companies,MUDASSER EHTISHAM AND CO,31-Oct-15
27250,STOCKCARE COMPUTER MANAGEMENT (PRIVATE) LIMITED,Karachi,Private Companies,M. ZULQUARNAIN FAROOQUI,16-Aug-06
113130,STOCKHOME CONSULTING (PRIVATE) LIMITED,Lahore,Private Companies,Tariq Abdul Ghani Maqbool and Company Chartered Accountants,28-Oct-19
59044,STOCKS POINT (PRIVATE) LIMITED.,Karachi,Private Companies,SAJID AND CO,31-Oct-18
37995,STOLLER PAKISTAN (PVT) LIMITED,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,31-Dec-01
116693,STOLLER SEED COMPANY (PRIVATE) LIMITED,Karachi,Private Companies,SHAHID HABIB AND CO,29-Oct-19
68332,STONE ART (PVT.) LIMITED,Lahore,Private Companies,RAJA TAHIR JAVED,31-Oct-14
34021,STONE CRAFT INDUSTRIES LIMITED,Quetta,Public Unlisted Companies,FARRUKH MATEEN AND CO. CA,31-Dec-96
58258,STONE MATRIX (PVT.) LIMITED,Peshawar,Private Companies,SAJJAD HASNAIN AND CO. (PSH),31-Oct-09
73121,STONE MINING ENTERPRISES (PVT.) LIMITED,Karachi,Private Companies,SAJID AND CO.,31-Oct-16
81498,STONE SEEDS COMPANY (PVT.) LIMITED,Multan,Private Companies,REHMAN LAW CHAMBER,28-Oct-17
21282,STONE VALIES PLASTIC INDUSTRIES (PVT.) LIMITED,Peshawar,Private Companies,RAFAQAT BABAR AND CO. (C. A.) PESHAWAR,31-Dec-99
106862,STONE WORLD (SMC-PVT.) LIMITED,Peshawar,Single Member Companies,MUSHTAQ AKBAR AND CO CHARTERED ACCOUNTANTS,22-Oct-19
92849,STONE-HUB IMPEX (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,28-Oct-19
61045,STONECRETE (PRIVATE) LIMITED,Karachi,Private Companies,"S. M. REHAN AND CO., CA",31-Oct-09
97956,STONEFLY (PVT.) LIMITED,Islamabad,Private Companies,J. KHAN AND CO,31-Oct-18
71253,STONEGUARD PAKISTAN (PVT.) LIMITED,Islamabad,Private Companies,asad fouad,22-Jul-10
132303,STONES AMBASSADOR (SMC-PRIVATE) LIMITED,Peshawar,Single Member Companies,ANWAR JAVED AND CO CHARTERED ACCOUNTANTS,3-Apr-19
92300,STONESTYLES (PVT.) LIMITED,Islamabad,Private Companies,ASIF ASSOCIATES,31-Oct-17
24328,STONEWARE (PVT) LIMITED,Lahore,Private Companies,ASIF NADEEM AND CO.,31-Oct-18
53255,STONYX (PRIVATE) LIMITED,Karachi,Private Companies,A.G. HABAIB AND CO,26-Oct-19
93368,STOP N SHOP (PRIVATE) LIMITED,Islamabad,Private Companies,MEHRAN KHAN AND CO.,31-Oct-18
72568,STORM BROADBAND (PVT.) LIMITED,Islamabad,Private Companies,BDO EBRAHIM AND CO,27-Oct-18
78074,STORMATIVE (PRIVATE) LIMITED,Lahore,Private Companies,A. Chughtai and Co Chartered Accountants,31-Oct-16
82050,STOWAGE TIERS (PVT.) LIMITED,Islamabad,Private Companies,Tariq Hanif,30-Oct-14
50018,STOXX WORLD (SMC-PRIVATE) LIMITED,Karachi,Single Member Companies,HASHMI AND CO. CA,31-Oct-06
62486,STP ARASH (PRIVATE) LIMITED,Karachi,Private Companies,G.H. SYED AND CO.,24-Oct-09
111551,STR GLOBAL SERVICES (PRIVATE) LIMITED,Multan,Private Companies,Muhammad Khurshid,30-Sep-17
70029,STRADTECH (PVT.) LIMITED,Islamabad,Private Companies,MEHMOOD ZUBERI AND CO,31-Oct-10
104386,STRAITS SHIPPING SERVICES (PVT.) LIMITED,Karachi,Private Companies,FARRUKH MATEEN AND CO.,28-Oct-19
93997,STRATAGEM CONSULTING (PVT.) LIMITED,Karachi,Private Companies,"Mustafa Ahmad and Co., Chartered Accountants",29-Jun-15
71895,STRATCOM (PVT.) LIMITED,Peshawar,Private Companies,WAQAR ALI AND CO CHARTERED ACCOUNTANTS,31-Oct-11
59342,STRATEGIC & ECONOMIC POLICY RESEARCH (PRIVATE) LIMITED,Islamabad,Private Companies,"FAKHARUDDIN YOUSAFALI AND CO., C.A.,",28-Oct-17
105637,STRATEGIC ADVISORY PARTNERS (PRIVATE) LIMITED,Karachi,Private Companies,RAO AND COMPANY,16-Feb-17
76955,STRATEGIC ALLIANCEZ (PVT.) LIMITED,Lahore,Private Companies,RIZWAN AND COMPANY,28-Oct-18
30005,STRATEGIC CONSTRUCTION (PRIVATE) LIMITED,Lahore,Private Companies,RIAZ AHMAD AND CO. CA (LHR),31-Mar-93
73435,STRATEGIC DEVELOPMENT & MANAGEMENT CONSULTANTS (PVT.) LIMITED,Islamabad,Private Companies,UHY HASSAN NAEEM AND COMPANY,26-Aug-10
94512,STRATEGIC ENTERPRISE SOLUTIONS (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,Fahad Jalil,28-Aug-19
89670,STRATEGIC FORESIGHT (PVT.) LIMITED,Islamabad,Private Companies,Nouman Kiyani,31-Oct-16
84892,STRATEGIC GUARDS AND SECURITY SOLUTIONS (PVT.) LIMITED,Islamabad,Private Companies,Rizwan Ahmad and Co Chartered Accountant,22-Oct-18
144063,STRATEGIC INNOVATIVE ENGINEERING (PRIVATE) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO,10-Feb-20
106902,STRATEGIC LOGISTIC SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,Wajid Ali and Co. Chartered Accontants,28-Oct-19
49033,STRATEGIC MANAGEMENT & MONITORING SOLUTIONS (PVT.) LIMITED,Lahore,Private Companies,HORWATH HUSSAIN CHAUDHRY AND CO,31-Oct-08
39817,STRATEGIC MARKETING (PVT) LTD,Lahore,Private Companies,NAVEED HASSAN PIRZADA,31-Oct-15
78731,STRATEGIC MEDIA (PVT.) LIMITED,Islamabad,Private Companies,IMRAN TAX CHAMBER,31-Oct-14
78972,STRATEGIC OPTIONS (PVT.) LIMITED,Islamabad,Private Companies,OMER ADIL AND CO,31-Oct-12
82499,STRATEGIC STUDIES INSTITUTE ISLAMABAD (PVT.) LIMITED,Islamabad,Private Companies,Ghazanfar Nauman and Co Chartered Accountants,31-Oct-15
53455,STRATEGIC SUPPORT SYSTEMS (PVT.) LIMITED,Lahore,Private Companies,MANSHA MOHSIN DOSSANI KHAN AND CO. CA,4-Jan-06
108895,STRATEGOS (PRIVATE) LIMITED,Lahore,Private Companies,QADEER AND CO,17-Oct-17
130061,STRATESFY (PRIVATE) LIMITED,Karachi,Private Companies,HAIDER SHAMSI and CO. Chartered Accountants,2-May-19
75314,STRATEX (PVT.) LIMITED,Islamabad,Private Companies,Hameed and CO,31-Oct-14
27505,STRATHMORE SCHOOL SYSTEM (PRIVATE) LIMITED,Karachi,Private Companies,SANDHU AND CO. CA,31-Oct-15
73439,STRATPAK (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,WA ASSOCIATES PVT LTD,31-Oct-13
116317,STRATTON ENTERPRISES (PRIVATE) LIMITED,Islamabad,Private Companies,SAEED METHANI MUSHTAQ AND CO,26-Dec-18
70613,STRATUM (PVT.) LIMITED,Islamabad,Private Companies,Tariq Hanif and Co.,27-Oct-18
30415,STRAW PULP (PRIVATE) LIMITED,Lahore,Private Companies,SHEIKH AND CHAUDHRI CA,30-Dec-99
65170,STRAWBERRY COMPUTERS CORPORATION ( PVT.) LIMITED,Islamabad,Private Companies,SHEHZAD MALIK AND CO.,31-Oct-10
80318,STRAWBERRY HOUSE (PVT.) LIMITED,Lahore,Private Companies,BAKER TILLY MEHMOOD IDRESS QAMAR CA,31-Oct-15
98308,STRAWBERRY SPORTS MANAGEMENT (PVT.) LIMITED,Islamabad,Private Companies,SALMAN ARSHAD,29-Oct-18
58508,STREAM MEDIA SERVICES (PVT.) LIMITED,Lahore,Private Companies,ASHIQ ALI (LHR),28-Nov-06
51974,STREAM TECHNOLOGIES (PRIVATE) LIMITED,Karachi,Private Companies,SHAKIR BAIG AND CO,31-Oct-05
41137,STREAMING NETWORKS (PRIVATE) LIMITED,Islamabad,Private Companies,RIASAT ISHTIAQ AND COMPANY,28-Oct-19
73363,STREAMIUM COMMUNICATIONS (PVT.) LIMITED,Islamabad,Private Companies,"Elahi Associates, Public Finance Accountants",31-Oct-13
77041,STREAMLINE SOLUTIONS (PVT.) LIMITED,Islamabad,Private Companies,Riasat Ishtiaq and Company,28-Oct-19
103826,STREETEX SERVICES AND SUPPLIES (PRIVATE) LIMITED,Lahore,Private Companies,Pakistan Law Associates,31-Oct-17
97521,STREETFELLOWS (PVT.) LIMITED,Lahore,Private Companies,Karamat Ch. and Co,25-Mar-16
89886,STREETSMART (PVT.) LIMITED,Lahore,Private Companies,TARIQ ABDUL GHANI MAQBOOL AND CO.,31-Oct-15
44952,STREETWARE SYSTEMS (PVT.) LIMITED,Karachi,Private Companies,MUNAF YUSUF AND CO.,26-Oct-19
90914,STRING DIGITAL (PVT.) LIMITED,Karachi,Private Companies,Daudally Lalani and Co,31-Oct-16
81932,STRIVOS (PVT.) LIMITED,Lahore,Private Companies,Z2A ASSOCIATES,31-Oct-16
80724,STROKE BUILDERS (PVT.) LIMITED,Peshawar,Private Companies,M ASIF JAMIL AND CO,15-Oct-14
144197,STRONG LIFE TRADERS (PRIVATE) LIMITED,Karachi,Private Companies,MAQSOOD RAZA,17-Feb-20
18611,STRONGBUILT ENTERPRISES (PVT) LIMITED,Lahore,Private Companies,RAO AND CO. CA,30-Dec-96
40856,STRONGFORCE (PVT) LTD.,Lahore,Private Companies,ZAHEER AHMED AND CO. CA,28-Oct-19
13131,STRONGHOLD PAKISTAN (PRIVATE) LIMITED,Karachi,Private Companies,MUNIFF ZIAUDDIN AND COMPANY,28-Oct-18
42299,STRONGMAN MEDIFUR SYSTEMS (PRIVATE) LIMITED,Islamabad,Private Companies,ASHFAQ AHMAD AND CO.,28-Oct-19
42327,STRONGMAN PAKISTAN CONSORTIUM (PRIVATE) LIMITED,Islamabad,Private Companies,MASOOM AKHTAR AND CO. CA,
81501,STRONGMAN SECURITIES (PVT.) LIMITED,Lahore,Private Companies,"IECNET S.K.S.S.S., CHARTERED ACCOUNTANTS",28-Oct-19
47789,STRONGWILL STEEL INDUSTRIES (PRIVATE) LIMITED,Quetta,Private Companies,Mr. Maqsood Raza - Maqsood and Co.,31-Oct-15
9302,STRONGWILL WIRE INDUSTRIES ( PRIVATE) LIMITED.,Quetta,Private Companies,ANWAR JAVED AND CO,30-Apr-18
110443,STRUCTS (PRIVATE) LIMITED,Lahore,Private Companies,RIZWAN AND CO,23-Oct-18
48166,STRUCTURAL DEVELOPERS (PVT.) LIMITED,Lahore,Private Companies,AMIR AND CO.,31-Oct-08
106463,STRUCTURE DEVELOPMENT COMPANY (PRIVATE) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,15-Mar-17
72923,STRUCTURED VENTURE (PVT.) LIMITED,Karachi,Private Companies,Avais Hyder Liaquat Nauman,18-Apr-19
72049,STS (PVT.) LIMITED,Lahore,Private Companies,NAEEM TARIQ AND CO,31-Oct-11
25509,STT (PVT) LIMITED,Lahore,Private Companies,Z A NASIR AND CO,28-Oct-19
77191,STUDENT CARE CONSULTANCY (PVT.) LIMITED,Karachi,Private Companies,S. A. ASSOCIATES,31-Oct-14
67191,STUDENT CONSULTING NETWORK (PVT.) LIMITED,Islamabad,Private Companies,TARIQ MUSTAFA RAMZAN AND CO,27-Oct-18
69348,STUDENT FOODS (PVT.) LIMITED,Karachi,Private Companies,DAWOOD PUNJWANI,31-Oct-16
74489,STUDENT VISA CENTER (PVT.) LIMITED,Lahore,Private Companies,Nauman Sohail Khan,22-Feb-11
59251,STUDENTS SOLUTION (PRIVATE) LIMITED.,Karachi,Private Companies,FARRUKH MATEEN AND CO. CA,28-Oct-19
83876,STUDENTS TALENT SERVICES (PVT.) LIMITED,Peshawar,Private Companies,"M/S WAQAR ALI AND CO., CHARTERED ACCOUNTANTS",24-May-13
61393,STUDENTS' INN (PRIVATE) LIMITED,Karachi,Private Companies,ASLAM MALIK AND CO,10-Oct-19
72656,STUDEX PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,FARRUKH MATEEN AND CO,30-Sep-13
113695,STUDIO O FURNITURE DESIGN (PRIVATE) LIMITED,Lahore,Private Companies,BAKER TILLY MEHMOOD IDREES QAMAR,31-Oct-19
113694,STUDIO O INTERIOR DESIGN SERVICES (SMC-PRIVATE) LIMITED,Lahore,Single Member Companies,BAKER TILLY MEHMOOD IDREES QAMAR,31-Oct-19
105650,STUDIO-99 (PRIVATE) LIMITED,Lahore,Private Companies,Kaleem and Company,14-Feb-17
73165,STUDIO63 (PVT.) LIMITED,Lahore,Private Companies,HASNAIN SHAFQAT AND CO,17-Jan-11
77333,STUDY ABROAD (PVT.) LIMITED,Islamabad,Private Companies,OMAIR AHMED,12-Oct-11
89720,STUDY WAGON (PVT.) LIMITED,Islamabad,Private Companies,AZEEM AND CO.,15-Sep-14
129701,STUFZ ENTERPRISES (PRIVATE) LIMITED,Lahore,Private Companies,ZEESHAN AND CO,11-Mar-19
52652,STUNNER SECURITY SERVICES (PVT.) LIMITED,Karachi,Private Companies,MAQSOOD RAZA,29-Oct-19
88426,STURGIS CORPORATION (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD TAHIR SALEEM,28-Oct-18
82293,STW LOGISTICS WORLD WIDE (PVT.) LIMITED,Karachi,Private Companies,Mr. Maqsood Raza - Maqsood and Co.,28-Oct-19
9967,STYLA INDUSTRIES (PVT.) LIMITED,Peshawar,Private Companies,BDO EBRAHIM AND CO. CA,10-Aug-99
106373,STYLE AND FASHION COMPANY (PRIVATE) LIMITED,Lahore,Private Companies,RAUF AND COMPANY,23-Dec-17
49720,STYLE DEVLOPERS (PVT.) LIMITED,Lahore,Private Companies,SHAFIQ AND CO. CA.,28-Oct-19
20424,STYLE ENTERPRISES (PVT) LIMITED,Lahore,Private Companies,HASEEB KHAN AND CO. CA (LHR),31-Dec-99
95951,STYLE FRANCHISE (PVT.) LIMITED,Karachi,Private Companies,FARUQ ALI AND CO,15-Oct-19
99748,STYLE INTERNATIONAL TRAVEL SERVICES (PVT.) LIMITED,Lahore,Private Companies,Iqbal Associates,28-Oct-19
89067,STYLE LEATHER GARMENTS & PRODUCTS (PVT.) LIMITED,Karachi,Private Companies,Najeebullah Khan,7-Jul-14
73583,STYLE PACK (PVT.) LIMITED,Lahore,Private Companies,IQBAL ASSOCIATES,28-Oct-19
63517,STYLE STYROFOAM INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND CO,28-Oct-18
24320,STYLE TEXTILE (PVT) LIMITED,Lahore,Private Companies,KPMG TASEER HADI AND CO. CA.,28-Oct-19
48415,STYLE-N-CARE (PVT.) LIMITED,Lahore,Private Companies,ASLAM MALIK AND CO. CA (LHR),31-Oct-06
116389,STYLELIGHT TEXTILES (PRIVATE) LIMITED,Karachi,Private Companies,Sajid and Company,15-Mar-18
25799,STYLERS INTERNATIONAL ( PRIVATE ) LIMITED,Lahore,Private Companies,MUNIFF ZIAUDDIN AND CO. (LHR),31-Oct-17
101144,STYLERS PLUS (PVT.) LIMITED,Lahore,Private Companies,RIZWAN AND COMPANY,28-Oct-19
19939,STYLES & TRENDS (PVT) LTD,Lahore,Private Companies,ALE IMRAN AND CO.,31-Oct-15
24187,STYLEX (PRIVATE) LIMITED,Karachi,Private Companies,GANGAT AND CO. CA,30-May-91
77939,STYLISH STILETTO SHOES (PVT.) LIMITED,Islamabad,Private Companies,MUHAMMAD TAQUIR-UL-HAQ,26-Dec-11
49966,STYLO (PVT.) LIMITED,Karachi,Private Companies,AZIM AND CO,28-Oct-19
119135,STYM ENERGY INTEGRATION (PRIVATE) LIMITED,Multan,Private Companies,WAQAS AND CO,28-Oct-19
76850,STYRAX TECHNOLOGIES (PVT.) LIMITED,Islamabad,Private Companies,KHAN WAHEED AND CO.,19-Aug-11
90396,STZ SIRAT GLOBAL (PVT.) LIMITED,Lahore,Private Companies,A SHAHBAZ AND CO,10-Nov-14
148456,SU-E-HARAM TRAVELS (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,10-Mar-20
41018,SUAK ENTERPRISES (PVT) LTD.,Lahore,Private Companies,AKHTAR MAHMOOD MIAN,28-Oct-19
116599,SUALEHA SALEEM TRAVEL & TOUR (PRIVATE) LIMITED,Karachi,Private Companies,MUHAMMAD ADNAN SIDDIQUI AND CO,31-Oct-18
126551,SUASTUS CONSTRUCTION SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,MUSHTAQ AKBAR AND CO (Chartered Accountants),26-Nov-18
65251,SUAVE SOLUTIONS (PRIVATE) LIMITED,Lahore,Private Companies,KASHIF RASHEED,30-Oct-14
86568,SUAZ & CO (PVT.) LIMITED,Islamabad,Private Companies,Shazad Adil and Co,28-Oct-19
68628,SUB LINE TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,INNAM UL HAQ AND CO,6-Feb-09
67690,SUBAIRS AVIATION (PVT.) LIMITED,Lahore,Private Companies,R.K. LAW A ASSOCIATES,28-Oct-19
54982,SUBAWON TRAVELS & TOURS (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
54313,SUBBUL-US-SALAM (PRIVATE) LIMITED,Karachi,Private Companies,MOHIUDDIN,30-Oct-18
84927,SUBCONTINENT (PVT.) LIMITED,Karachi,Private Companies,Farrukh Mateen and Co,31-Oct-15
57132,SUBH NEWSPAPERS (PRIVATE) LIMITED,Peshawar,Private Companies,IFTIKHAR ALI AND CO. (PESHAWAR),31-Oct-08
47891,SUBH-E-NAU,Islamabad,Associations under section 42,NASIR JAVAID MAQSOOD IMRAN CA,31-Oct-14
64583,SUBH-E-NOOR (PVT.) LIMITED,Lahore,Private Companies,AZIM AND CO.,31-Oct-19
69515,SUBH-E-NOOR FERTILIZERS (SMC-PVT.) LIMITED,Lahore,Single Member Companies,AZIM AND CO,31-Oct-19
57569,SUBH-E-TAYYABA TRAVEL & TOUR OPERATORS (PVT.) LIMITED,Lahore,Private Companies,JAVED CHAUDHRY AND COMPANY,1-Aug-06
80190,SUBHA-E-MAKKAH TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,Iqbal Associates,31-Oct-15
81291,SUBHAN AZAN TRAVEL & TOURS (PVT.) LIMITED,Multan,Private Companies,Waqas and Company,8-Oct-12
117280,SUBHAN CORPORATION MARKETING (PRIVATE) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,31-Oct-19
47398,SUBHAN FIBRES LIMITED,Lahore,Public Unlisted Companies,AZIM AND COMPANY,27-Oct-18
108290,SUBHAN INTERNATIONAL TRADING (PRIVATE) LIMITED,Islamabad,Private Companies,UBAID UR REHMAN AND CO,28-Oct-19
59675,SUBHAN KNITWEAR (PVT.) LIMITED,Lahore,Private Companies,INNAM UL HAQ,31-Oct-16
130598,SUBHAN MZ TRAVELS & TOURS (PRIVATE) LIMITED,Multan,Private Companies,"Amir Nawaz and Company, Chartered Accountants",28-Oct-19
71940,SUBHANALLAH ALHAMDULILLAH TOURS & TRAVEL (PVT.) LIMITED,Lahore,Private Companies,ZAFAR MAJEED AND CO.,1-Apr-10
64505,SUBHANALLAH SHIPPING SERVICES (SMC-PRIVATE) LIMITED,Karachi,Single Member Companies,SYED and CO.,2-Mar-20
69157,SUBHANI & CO. (PVT.) LIMITED,Karachi,Private Companies,ARSHAD MEHMOOD NOOR AWAN,31-Oct-10
80741,SUBHANI & SONS TRAVEL & TOURISM (PVT.) LIMITED,Islamabad,Private Companies,WA ASSOCIATES,31-Aug-13
55861,SUBHANI DEVELOPERS (PVT.) LIMITED,Islamabad,Private Companies,S. M. IJAZ ZEESHAN ASLAM AND CO. C/A(LHR)(ISB)(FSB),31-Oct-07
68043,SUBHANI IMPEX (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO,28-Oct-17
50664,SUBHANI TRADING (PVT.) LIMITED,Islamabad,Private Companies,Tariq Hanif and Co. CA,29-Sep-16
78338,SUBHANTEX (PVT.) LIMITED,Faisalabad,Private Companies,"KRESTON HYDER BHIMJI AND COMPANY, CHARTERED ACCOUNTANTS",28-Oct-19
103867,SUBHAYNAU WELFARE FOUNDATION,Islamabad,Associations under section 42,Ubaid-Ur-Rehman And Co. Chartered Accountant,23-Jan-16
29481,SUBITEX (PRIVATE) LIMITED,Karachi,Private Companies,M. A. ALAM AND CO. CA,30-Sep-96
52622,SUBLIME (PVT.) LIMITED,Lahore,Private Companies,ALE IMRAN AND CO,30-Sep-19
110420,SUBLIME BUILDERS (PRIVATE) LIMITED,Islamabad,Private Companies,Usman Hassan and co,30-Oct-19
68170,SUBLIME COMMUNICATION (PVT.) LIMITED,Lahore,Private Companies,A. Shahbaz and Co,28-Oct-19
41460,SUBLIME COMPUTER EDUCATION (PVT) LTD,Lahore,Private Companies,JAVAID JALAL AMJAD AND CO. CA (LHR),17-Dec-07
68883,SUBLIME EDUCATIONAL ZONE (PVT.) LIMITED,Multan,Private Companies,KAMRAN AND COMPANY,31-Oct-15
28303,SUBLIME ENTERPRISES (PRIVATE) LIMITED,Lahore,Private Companies,M. ALMAS AND CO. CA (LHR),1-Mar-00
31505,SUBLIME FABRICES PVT Ltd,Lahore,Private Companies,JAVAID TARIQ AND CO. CA (LHR / ISL),31-Mar-99
43007,SUBLIME I.T SERVICES (PVT.) LIMITED,Lahore,Private Companies,JAVAID JALAL AMJAD AND CO. CA (LHR),17-Dec-07
127626,SUBLIME PHARMA (PRIVATE) LIMITED,Lahore,Private Companies,INAM UL AND CO,28-Oct-19
68623,SUBLIME SOCCER (PVT.) LIMITED,Lahore,Private Companies,Z A NASIR AND CO,28-Oct-18
120660,SUBLIME SOFT (PRIVATE) LIMITED,Islamabad,Private Companies,Shazad Adil and Co,19-Jun-19
72856,SUBLIME SOLUTIONS (PVT.) LIMITED,Islamabad,Private Companies,TARIQ AYUB ANWAR AND CO,30-Jun-10
3909,SUBLIME SPORTS ( PRIVATE ) LIMITED,Lahore,Private Companies,Z.A. NASIR AND COMPANT,28-Oct-18
94086,SUBLIME SR PRODUCTS (PVT.) LIMITED,Lahore,Private Companies,TAX SPOT,31-Oct-16
99617,SUBLIME TECHNOLOGIES (PVT.) LIMITED,Lahore,Private Companies,A. Shahbaz and Co,28-Oct-19
100233,SUBLIME WIRELESS (PVT.) LIMITED,Lahore,Private Companies,"A. SHAHBAZ AND CO., CHARTERED ACCOUNTANTS",28-Oct-19
109205,SUBMERSIBLE PUMP IMPORTER ASSOCIATION OF PAKISTAN,Quetta,Trade Organizations,ASHIQ AAMER SATTAR AND CO.,30-Jun-17
23527,SUBRUNG INDUSTRIES (PRIVATE) LIMITED,Karachi,Private Companies,QAVI AND CO. CA (LAHORE),31-Dec-99
44717,SUBZWARI TEXTILE (PVT.) LIMITED,Lahore,Private Companies,NASIR JAVAID MAQSOOD AND CO. (LHR),31-Oct-04
92680,SUC STUDENT EDUCATION SERVICES (PVT.) LIMITED,Lahore,Private Companies,AMIN AND CO.,28-Oct-19
74343,SUCCESS AVIATION SERVICES (SMC-PVT.) LIMITED,Karachi,Single Member Companies,ANSARI ASSOCIATES,10-Jan-11
80934,SUCCESS FOODS (PVT.) LIMITED,Lahore,Private Companies,ASLAM MALIK AND CO.,31-Oct-16
68543,SUCCESS INDUSTRIES (PVT.) LIMITED,Multan,Private Companies,M. IMRAN AKHTAR AND COMPANY,25-Oct-19
74408,SUCCESS SERVICES (PVT.) LIMITED,Lahore,Private Companies,M IMRAN AKHTAR AND CO,3-Jan-11
112153,SUCCESS TECHNOLOGIES (PRIVATE) LIMITED,Lahore,Private Companies,Atif Javaid And Co. Chartered Accountants,5-Oct-17
126861,SUCCESS TESTING SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,Shehzad Malik and Co.,10-Dec-18
103262,SUCCESS TRAVEL & TOURS (PVT.) LIMITED,Karachi,Private Companies,MAQSOOD AND CO,3-Nov-16
125129,SUCCESSFUL SEEDS (PRIVATE) LIMITED,Multan,Private Companies,Ashiq Aamer Sattar and Company,17-Oct-18
98487,SUCCESSIA (PVT.) LIMITED,Islamabad,Private Companies,Tariq Hanif and Co.,28-Oct-19
71508,SUCCINCT APPLICATIONS (PVT.) LIMITED,Karachi,Private Companies,RAO AND CO,31-Oct-16
73638,SUCH GLOBAL BUSINESS (PRIVATE) LIMITED,Islamabad,Private Companies,"Masoom Akhtar and Co., Chartered Accountants",28-Oct-19
100942,SUCHI INTERNATIONAL TRAVELS (PVT.) LIMITED,Multan,Private Companies,WAQAS KHALID,11-Aug-16
60326,SUDAIS HAJJ UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ZUBAIR AND CO,25-Oct-19
135428,SUDAIS MOBILE COMMUNICATION (PRIVATE) LIMITED,Peshawar,Private Companies,ZUBAIR AND CO,19-Jul-19
40591,SUDELL & HYDER (PVT) LIMITED,Lahore,Private Companies,JAVAID JALAL AMJAD AND CO. CA (LHR),28-Oct-19
62797,SUDHUM TRADING COMPANY (PRIVATE) LIMITED,Peshawar,Private Companies,SAEED METHANI MUSHTAQ AND CO. (PSH)(LHR)(KHI),8-Sep-07
131095,SUDOFY (PRIVATE) LIMITED,Karachi,Private Companies,PAKISTAN BUSINESS CONSULTANTS,19-Apr-19
68115,SUDOZAI MARBLE & GRANITE FACTORY (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,31-Oct-13
88937,SUDU CARS & LOGISTICS SERVICES (PVT.) LIMITED,Karachi,Private Companies,MEHMOOD AKHTER HAROON,31-Oct-14
98344,SUE DHAGHA (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,28-Oct-18
74521,SUEDA (PVT.) LIMITED,Islamabad,Private Companies,Faiza Shams,31-Oct-11
70168,SUEZ (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO,6-Aug-09
63894,SUEZ ATLANTIC OCEAN SHIPPING (PRIVATE) LIMITED,Karachi,Private Companies,ATHER NASEEM AND CO.,15-Sep-08
51058,SUFA INTERNATIONAL TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,MUNAWAR ASSOCIATES (LHR),28-Oct-19
68715,SUFAID DHERI HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,25-Aug-19
66749,SUFFA CONSTRUCTIONS (PRIVATE) LIMITED,Peshawar,Private Companies,GHAFOOR AND CO. C. A (PESHAWAR),29-Oct-18
63736,SUFFAH (PRIVATE) LIMITED,Karachi,Private Companies,"S. SHAKEEL-UR-REHMAN AND CO., C.A.",14-Dec-07
64794,SUFHA-TUL-HARMAIN (PVT.) LIMITED,Lahore,Private Companies,TARIQ ABDUL GHANI MAQBOOL AND COMPANY,28-Oct-19
2454,SUFI & MERIN (PRIVATE) LIMITED,Karachi,Private Companies,F R MERCHANT AND CO,29-Oct-16
