Sr. No.,CUIN,Company Name,Incorporation Date / Registration Date,CRO Name
4964,0026831,OLYMPIA STATIONERS (PVT)  LTD,4/2/92,Lahore
4965,0043288,LEO'S PAKISTAN (PVT.) LIMITED,1/28/02,Karachi
4966,0064131,TASAQ ENERGY (PVT.) LIMITED,1/23/08,Islamabad
4967,0030769,CHAUDHRI WIRE PRODUCTS (PRIVATE) LIMITED,7/15/93,Lahore
4968,0008720,HAPPO (PVT) LIMITED,7/1/81,Lahore
4969,0043324,BANIKA COMMUNICATIONS (PVT.) LIMITED,2/7/02,Islamabad
4970,0064124,FINE IMPEX (PVT.) LIMITED,1/23/08,Lahore
4971,0027988,FLOREX (PVT) LIMITED,7/30/92,Lahore
4972,0032997,GATEWAY COMPUTERS (PVT) LTD,7/19/94,Lahore
4973,0014829,GRAINCARE ( PRIVATE ) LIMITED,8/12/86,Lahore
4974,0039158,ANKAABS (PRIVATE) LIMITED,6/3/98,Karachi
4975,0043287,ISPAT (PVT.) LIMITED,1/28/02,Lahore
4976,0043304,TRANS ASIAN INTERNATIONAL AVIATION (PVT.) LIMITED,1/31/02,Karachi
4977,0043301,EVANTA PHARMA (PVT.) LIMITED,1/31/02,Karachi
4978,0015696,ALLIANCE CONSULTANTS (PRIVATE) LIMITED,2/23/87,Karachi
4979,0043339,MERCANTILE INTEGRATED (PVT.) LIMITED,2/11/02,Karachi
4980,0043337,BLUE WIND (PVT.) LIMITED,2/11/02,Karachi
4981,0039797,CARGO LEADER (PVT.) LIMITED,1/13/99,Lahore
4982,0037631,ALPINE ASSOCIATES (PRIVATE) LIMITED,1/30/97,Karachi
4983,0037277,AVICARE (PRIVATE) LIMITED,10/21/96,Karachi
4984,0041828,OPULENT INTERNATIONAL (PRIVATE) LIMITED,10/31/00,Lahore
4985,0035417,AEROTRACK CORPORATION (PRIVATE) LIMITED.,9/5/95,Karachi
4986,0009350,GHULAM SARWAR AND COMPANY (PRIVATE) LIMITED,4/4/82,Lahore
4987,0040750,ACE SECURITY SYSTEMS (PRIVATE) LIMITED,12/1/99,Karachi
4988,0021232,UNIQUE RUBBER NIDUSTRIES (PVT) LTD.,3/1/90,Lahore
4989,0043213,CONTRACT MANAGEMENT ASSOCIATES (PVT.) LIMITED,12/31/01,Lahore
4990,0043351,NAC ASIA (PVT.) LIMITED,2/14/02,Islamabad
4991,0043245,S. MART SYSTEMS (PVT.) LIMITED,1/11/02,Islamabad
4992,0043246,ARY (PVT.) LTD,1/14/02,Islamabad
4993,0039323,GOLDEN CARGO (PRIVATE) LIMITED,7/30/98,Lahore
4994,0064132,VICTORIA PLUS (PRIVATE) LIMITED,1/23/08,Karachi
4995,0045756,SHAHMEER ENTERPRISES (PVT) LTD,7/21/03,Karachi
4996,0007023,FAISAL ENTERPRISES LTD.,6/14/79,Lahore
4997,0036405,CITIPOINT H.K (PVT) LTD,4/3/96,Lahore
4998,0033510,COTTON RAINBOW (PVT) LTD,10/20/94,Lahore
4999,0039204,CRYSTAL SYSTEMS (PRIVATE) LIMITED,6/18/98,Lahore
5000,0015733,HASANS PAKISTAN (PVT) LIMITED,3/2/87,Lahore
5001,0027649,FRIENDS SONS (PVT) LIMITED,6/28/92,Lahore
5002,0018046,AMMAR HOUSING SERVICES (PVT) LIMITED,6/7/88,Karachi
5003,0035051,FAR EAST CHEMICALS (PRIVATE) LIMITED,6/26/95,Lahore
5004,0017230,GALLUS ENTERPRISES (PVT) LTD,12/28/87,Lahore
5005,0041515,ANZA MINERALS DEVELOPMENT (PVT.) LIMITED,7/22/00,Karachi
5006,0043036,LIQUI MOLY PAKISTAN (PVT.) LIMITED,10/31/01,Lahore
5007,0042995,GOHAR IMPEX (PVT.) LIMITED,10/22/01,Lahore
5008,0043385,BACTEL TECHNOLOGIES (PVT.) LIMITED,2/21/02,Lahore
5009,0043412,GREAT BEAR INTERNATIONAL SERVICES (PVT.) LIMITED,3/1/02,Islamabad
5010,0033153,CUSTOMER SERVICES INTERNATIONAL (PVT) LTD,8/11/94,Lahore
5011,0037483,CRESCON (PRIVATE) LIMITED,12/9/96,Lahore
5012,0011080,CHAUDDHRY DAIRIES LTD.,1/1/84,Lahore
5013,0036809,CARVAN INTERNATIONAL  TRADERS (PRIVATE ) LIMITED,7/3/96,Lahore
5014,0068030,GLOBAL CRYSTAL INDUSTRIES (PVT.) LIMITED,11/11/08,Islamabad
5015,0043896,NAQVI SPORTS (PVT.) LIMITED,6/11/02,Lahore
5016,0053244,APEX COMMUNICATION (PRIVATE) LIMITED,12/8/05,Karachi
5017,0043530,HABSHA SECURITY COMPANY (PVT.) LIMITED,4/5/02,Islamabad
5018,0026840,GLOBAL PARTNER,4/3/92,Islamabad
5019,0045784,AMATECH ASSOCIATES INC.,7/25/03,Islamabad
5020,0045692,BUTT COMMUNICATION (PVT.) LIMITED,7/10/03,Islamabad
5021,0045696,IRFANOS (PVT.) LIMITED,7/10/03,Lahore
5022,0007330,DOST WELDERS & CO.(PVT) LIMITED,11/24/79,Lahore
5023,0036693,WASEEM BROTHERS (PVT) LTD,6/13/96,Lahore
5024,0039159,MEHMOOB ALAM SONS(PVT)LTD.,6/3/98,Lahore
5025,0003236,AKBAR COTTON MILLS (PVT.) LTD,9/4/70,Karachi
5026,0043775,PAKISTAN NATIONAL TILES & CERAMICS (PRIVATE) LIMITED.,5/28/02,Karachi
5027,0043881,AVSC INTERNATIONAL INC.,6/11/02,Islamabad
5028,0043085,DIGITAL TECHNOLOGIES (PVT.) LIMITED,11/15/01,Lahore
5029,0043088,AHMER TEXTILE (PVT.) LIMITED,11/16/01,Lahore
5030,0045703,CEEMA INTERNATIONAL (PVT.) LIMITED,7/11/03,Islamabad
5031,0043277,AL-WARIS ROLLER FLOUR & GENERAL MILLS (PVT.) LIMITED,1/24/02,Islamabad
5032,0043361,B.P.L. FILTERS (PVT.) LIMITED,2/15/02,Islamabad
5033,0043297,SZSNI CONSULTING (PVT.) LTD,1/30/02,Islamabad
5034,0016847,MR. STEAM (PRIVATE) LIMITED,10/5/87,Islamabad
5035,0040159,MEDI MARKETING (PVT)  LTD,5/25/99,Lahore
5036,0040491,MEDISOFT (PVT) LTD,9/6/99,Lahore
5037,0006172,INTERNATIONAL TRADING CONSTRUCTION (PVT.) LTD.,3/22/78,Karachi
5038,0043118,WILDLIFE (PVT.) LIMITED,11/26/01,Lahore
5039,0043142,SHAHEEN WANDA (PVT.) LIMITED,12/3/01,Lahore
5040,0043451,TRACIR (PVT.) LIMITED,3/13/02,Lahore
5041,0037737,RAMADA INVESTORS SERVICES LIMITED,3/4/97,Karachi
5042,0043191,ALI QAMBAR'S (PVT.) LIMITED,12/24/01,Lahore
5043,0001419,INDUS CONSTRUCTION (PVT.) LTD.,1/30/62,Karachi
5044,0016325,GAS PLAZA PVT LTD,6/29/87,Lahore
5045,0045783,AL-TAWAKAL ASSOCIATES (PVT) LTD,7/25/03,Karachi
5046,0033324,NOVA GAS INTERNATIONAL INC.,9/15/94,Islamabad
5047,0045666,MARYNA PAKISTAN (PVT.) LIMITED,7/7/03,Lahore
5048,0022919,INTERNATIONAL MILKFOODS LIMITED,12/12/90,Islamabad
5049,0045818,MEEZAN COMMUNICATIONS (PVT.) LIMITED,7/31/03,Karachi
5050,0043591,FALCON HOUSE EDUCATIONAL SYSTEMS (PVT.) LIMITED,4/18/02,Karachi
5051,0016102,EASTERN MARKETING CO. (PVT.) LIMITED,5/17/87,Karachi
5052,0000555,FILMISTAN (PVT.) LIMITED,9/30/52,Karachi
5053,0000708,ENGINEERING TRADING CORPORATION (PVT.) LIMITED,12/21/54,Karachi
5054,0002421,ELECTRO TECHNIC (PVT.) LIMITED,12/29/66,Karachi
5055,0010705,THE ASSOCIATION OF PAKISTAN'S OPTICIANS,8/29/83,Islamabad
5056,0043428,FOREVISION BUSINESS SITUATIONS (PRIVATE) LIMITED,3/7/02,Karachi
5057,0005425,INTERNATIONAL TECHNICAL SERVICES (PVT) LTD,9/7/76,Lahore
5058,0043171,WISE (PVT.) LIMITED,12/12/01,Lahore
5059,0043175,ECONOPOWER (PVT.) LIMITED,12/13/01,Lahore
5060,0040231,PAKAISTAN  INTERNATIONAL [PVT] LTD,6/15/99,Lahore
5061,0027231,PAN EASTERN PVT LTD,5/17/92,Lahore
5062,0044115,ENERGY COMFORTS (PVT.) LIMITED,7/16/02,Islamabad
5063,0044119,AL SAYYED TRADERS (PVT.) LIMITED,7/17/02,Islamabad
5064,0036094,DAR OKAZ PRINTING & PUBLISHING (PVT.) LTD,1/24/96,Islamabad
5065,0044239,SOFTWARE TRANSFORMS (PVT.) LIMITED,8/16/02,Lahore
5066,0044249,PIR JHANDO FARMS (PVT.) LIMITED,8/19/02,Karachi
5067,0070857,KHAKWANI INDUSTRIES (PVT.) LIMITED,11/12/09,Karachi
5068,0015466,HAFTAN INTERNATIONAL SERVICES (PRIVATE) LIMITED,1/4/87,Lahore
5069,0001748,G.T. SURGICAL (PRIVATE) LIMITED,8/20/63,Lahore
5070,0043281,UNETCO (PVT.) LIMITED,1/24/02,Karachi
5071,0043174,APEX VISION (PVT.) LIMITED,12/13/01,Islamabad
5072,0026955,CYBERNETIC RESEARCH (PVT) LIMITED,4/21/92,Lahore
5073,0038340,"CLEANOL SERVICES (PVT) LTD,",9/23/97,Lahore
5074,0036888,AL-QADIR GINNERS (PRIVATE) LIMITED,7/22/96,Karachi
5075,0036659,ALBATROSS  SERVICES  (PRIVATE)  LIMITED,6/10/96,Karachi
5076,0042257,SULTAN INFOTECH INFORMATIONAL (PVT) LIMITED,3/29/01,Lahore
5077,0009558,MAS DAIRIES LIMITED,6/30/82,Karachi
5078,0043064,NABA ENTERPRISES (PRIVATE) LIMITED,11/8/01,Karachi
5079,0037673,ANSW ENTERPRISES (PVT.) LIMITED,2/19/97,Lahore
5080,0022834,DENPAK  ENTERPRISES (PVT) LTD,12/2/90,Lahore
5081,0007204,DAIRY FRIENDS (PVT.) LIMITED,9/12/79,Lahore
5082,0043630,ACCESS GLOBAL PAKISTAN (PVT.) LIMITED,4/29/02,Islamabad
5083,0041781,RANASCO (PVT.) LIMITED,10/16/00,Lahore
5084,0030630,GREEN EARTH RECYCLING (PVT) LTD.,6/27/93,Lahore
5085,0006956,FARMEH SERNIORS (PVT) LIMITED,5/13/79,Lahore
5086,0043194,EC-PAK (PVT.) LIMITED,12/24/01,Karachi
5087,0021715,HI-PO ELECTRONICS (PRIVATE) LIMITED,5/15/90,Lahore
5088,0034578,COTTON CRAZE (PVT) LTD.,4/12/95,Lahore
5089,0043542,HAMBROS ASOCIATES (PVT.) LIMITED,4/8/02,Lahore
5090,0043370,INDUSTRIAL IMPEX (PVT.) LIMITED,2/18/02,Karachi
5091,0017360,TARIQ HAMEED LIMITED,1/19/88,Lahore
5092,0031386,COMPUTATIONAL MECHANICS RESEARCH (PVT) LIMITED,10/24/93,Lahore
5093,0000821,KARACHI TYRE FOUNDRIES (PVT.) LTD.,4/28/56,Karachi
5094,0045676,SAT STAR MEDIA (PVT.) LIMITED,7/8/03,Islamabad
5095,0043274,MAKKAH LEATHER TEX (PVT.) LIMITED,1/23/02,Karachi
5096,0010155,DICO CONFECTIONERS (PRIVATE) LIMITED,2/27/83,Lahore
5097,0034974,ROHRI FLOUR MILLS LIMITED,6/14/95,Sukkur
5098,0045673,AL-TAHIR INTERNATIONAL (PVT.) LIMITED,7/8/03,Lahore
5099,0045675,GOLCONDA (PVT.) LIMITED,7/8/03,Islamabad
5100,0003862,KUKU LIMITED,12/23/72,Karachi
5101,0037160,CENTURY SPORTS(PVT) LIMITED,9/26/96,Lahore
5102,0027198,CORE CHEMICALS PVT LTD.,5/13/92,Lahore
5103,0017964,DEEN FABRICS (PRIVATE) LIMITED,5/16/88,Lahore
5104,0043282,ALP INTERNATIONAL (PVT.) LIMITED,1/25/02,Karachi
5105,0038812,ABDUL HAFEEZ & COMPANY (PRIVATE) LIMITED,2/19/98,Sukkur
5106,0043688,SHAHVEER (PVT.) LIMITED,5/14/02,Islamabad
5107,0043686,PEARL G. M. W. (PVT.) LIMITED,5/14/02,Lahore
5108,0043682,FARRELL COMMUNICATIONS (PVT.) LIMITED,5/14/02,Karachi
5109,0043327,SHAHBAZ MARINE FOODS (PVT.) LIMITED,2/7/02,Karachi
5110,0043325,OPAL FISHERIES (PVT.) LIMITED,2/7/02,Karachi
5111,0043335,SHAHBAZ SHIPPING & TRADING CO (PVT.) LTD,2/8/02,Karachi
5112,0043341,PLANET TRAVELS (PVT.) LIMITED,2/11/02,Karachi
5113,0033230,CLEANSER CHEMICALS (PVT) LTD,8/28/94,Lahore
5114,0043741,INDEPENDENT INTERNATIONAL (PVT.) LIMITED,5/23/02,Lahore
5115,0003211,MORRISON KUNDSEN INTERNATIONAL INC,8/8/70,Islamabad
5116,0004480,A. K. AUTOS LIMITED,6/18/74,Islamabad
5117,0004508,ING GIAVANNI RADIO & CIMPRESA COSTRUZIONI SPECIALI S. P. A.,7/5/74,Islamabad
5118,0007881,AZAD KASHMIR TOURISM CORPORATION LIMITED,7/5/80,Islamabad
5119,0010385,ZASCO (PVT.) LIMITED,5/21/83,Lahore
5120,0043286,DANISH AIR TRAVEL & TOUR OPERATORS (PVT.) LIMITED,1/28/02,Karachi
5121,0043445,OKIDO HUMAN LIFE PROJECT,3/12/02,Islamabad
5122,0043594,KNOWLEDGE SERVICES (PVT.) LIMITED,4/18/02,Lahore
5123,0043624,MATEELA CITRUS (PVT.) LIMITED,4/26/02,Islamabad
5124,0002356,JHELUM TEXTILE (PVT.) LTD.,9/28/66,Karachi
5125,0043452,ZEE TELECOM (PRIVATE) LIMITED,3/13/02,Karachi
5126,0043948,QUALITY PRODUCTS (PVT.) LIMITED,6/17/02,Karachi
5127,0043058,CRYSTAL EDUCATION (PVT.) LIMITED,11/6/01,Islamabad
5128,0043187,UNION AVIATION (PRIVATE) LIMITED,12/14/01,Karachi
5129,0044611,LEGAL & LEGAL LIMITED,11/8/02,Islamabad
5130,0012811,A. AMEEN BUILDERS & DEVELOPERS (PRIVATE) LIMITED,3/20/85,Karachi
5131,0035804,MUZAMMIL TRADERS (PVT.) LIMITED,11/28/95,Multan
5132,0044708,FAZAL-E-UMAR TRADING INTERNATIONAL (PVT.) LIMITED,12/3/02,Islamabad
5133,0044420,STAR TERMINALS (PVT.) LIMITED,9/19/02,Karachi
5134,0044219,PRIDE SHIPPING CO (PVT.) LIMITED,8/9/02,Karachi
5135,0050512,BAYSHORE BUSINESS SERVICES (PVT.) LIMITED,5/26/05,Lahore
5136,0011569,STAR CORPORATION LIMITED,4/23/84,Karachi
5137,0034549,SPECTRA TRADING COROPATION (PVT) LIMITED,4/5/95,Lahore
5138,0012138,LIVE STOCK FARMERS ASSOCIATION OF PAKISTAN,9/4/84,Karachi
5139,0044224,MINDSHARE SOLUTIONS (PVT.) LIMITED,8/13/02,Lahore
5140,0010541,SHAKEEL EXPRESS (PVT.) LIMITED,6/30/83,Karachi
5141,0005457,SHERIFFS (PVT.) LIMITED,10/5/76,Karachi
5142,0005254,SIND CENTO TEX (PVT.) LIMITED,5/22/76,Karachi
5143,0004926,SKYLINKER (PVT.) LIMITED,9/10/75,Karachi
5144,0044034,HOME LINKERS (PVT.) LIMITED,7/8/02,Karachi
5145,0043027,BRAND CONCEPTS (PVT.) LIMITED,10/30/01,Lahore
5146,0043532,MUMTAZ FOOD PRODUCTS (PVT.) LIMITED,4/5/02,Islamabad
5147,0000161,JUPITER COMMERCIAL CORPORATION LIMITED,3/29/48,Karachi
5148,0042986,IQ CONCEPTS PASS PAKISTAN ADVANCE SOFTWARE SERVICES (PVT.) LTD,10/18/01,Islamabad
5149,0042989,SHAHEEN COMPUTER COLLEGE (PVT.) LTD,10/18/01,Islamabad
5150,0043226,PAKISTAN TUNA FISHING COMPANY (PVT.) LIMITED,1/7/02,Karachi
5151,0036389,COUNTRY FOODS (PRIVATE) LIMITED,3/31/96,Islamabad
5152,0037176,HEALTH INTERNATIONAL (PRIVATE) LIMITED,10/3/96,Islamabad
5153,0026551,YENTECH (PVT.) LIMITED,3/1/92,Islamabad
