Sr. No.,CUIN,Company Name,Incorporation Date / Registration Date,CRO Name
8666,0058625,HAROON IRON AND STEEL COMPANY (PVT.) LIMITED,11/27/06,Lahore
8667,0059158,CHOHAN INTERNATIONAL (PVT.) LIMITED,1/16/07,Islamabad
8668,0059648,ASMK ENTERPRISES (PVT.) LIMITED,2/26/07,Lahore
8669,0068871,MAKIRA (PVT.) LIMITED,3/6/09,Lahore
8670,0059867,AL-KHAROOTI HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,3/12/07,Quetta
8671,0058523,AKP INTERNATIONAL (PVT.) LIMITED,11/16/06,Lahore
8672,0058569,COOL CNG (PVT.) LIMITED,11/21/06,Islamabad
8673,0058575,NARS BIO FERTILIZERS (PRIVATE) LIMITED,11/21/06,Islamabad
8674,0058536,RICHMOND HILLS (PRIVATE) LIMITED,11/16/06,Karachi
8675,0058113,WWS BRAND SERVICES (PVT.) LIMITED,9/28/06,Islamabad
8676,0059681,V-MARKETING (PRIVATE) LIMITED,2/26/07,Quetta
8677,0064548,VITAL LINK COMMUNICATIONS (PVT.) LIMITED,2/29/08,Islamabad
8678,0082003,7 SKY NETWORK (PVT.) LIMITED,12/11/12,Lahore
8679,0059312,FRONT SCOPE (PRIVATE) LIMITED,1/31/07,Islamabad
8680,0059555,AESTHETICS BEAUTIES (PVT.) LIMITED,2/19/07,Lahore
8681,0070892,GIFCO INTERNATIONAL (PVT.) LIMITED,11/17/09,Karachi
8682,0059563,CONSULTANC (PVT.) LIMITED,2/19/07,Lahore
8683,0060617,INTERMAX COMMUNICATIONS (PRIVATE) LIMITED,4/25/07,Karachi
8684,0060236,SYED BROTHERS ASSOCIATES CONSTRUCTION COMPANY (PRIVATE) LIMITED,4/4/07,Karachi
8685,0059431,SHAMS (PRIVATE) LIMITED,2/9/07,Karachi
8686,0059448,OZZY ENTERPRISES (PVT.) LIMITED,2/12/07,Lahore
8687,0059335,ICELERITAS (PRIVATE) LIMITED,2/1/07,Karachi
8688,0059340,NASEERULLAH KHAN & BROTHERS (NKB) (PRIVATE) LIMITED,2/1/07,Islamabad
8689,0068286,JILASCO (PVT.) LIMITED,12/15/08,Islamabad
8690,0062625,AL-MUQADDAR TRADERS (PVT.) LIMITED,8/22/07,Islamabad
8691,0060428,LIVING PARTNERS PAKISTAN (PVT.) LIMITED,4/13/07,Lahore
8692,0060399,BIN IFTAKHAR (PRIVATE) LIMITED,4/12/07,Karachi
8693,0060201,CAPE EAST CONSTRUCTION (PRIVATE) LIMITED,4/3/07,Islamabad
8694,0060282,ALIF (PVT.) LIMITED,4/6/07,Islamabad
8695,0059353,MANDOKHEL (PVT.) LIMITED,2/2/07,Islamabad
8696,0060516,FMG JV LIMITED,4/19/07,Islamabad
8697,0060526,TEXAS LOGISTICS (PRIVATE) LIMITED,4/19/07,Karachi
8698,0060510,BIN DAEN (PVT.) LIMITED,4/19/07,Islamabad
8699,0059328,AJWA INTERNATIONAL (PRIVATE) LIMITED,2/1/07,Karachi
8700,0059331,EMINENT COURIER SERVICES (PVT.) LIMITED,2/1/07,Islamabad
8701,0059454,3 SOLE (PVT.) LIMITED,2/13/07,Islamabad
8702,0060107,DIVINE WORLD AVIATION (PRIVATE) LIMITED,3/28/07,Karachi
8703,0060128,X-PERT INTERNATIONAL (PVT.) LIMITED,3/28/07,Islamabad
8704,0073062,FOOD SOURCE (PVT.) LIMITED,7/8/10,Karachi
8705,0060544,NAYAB & SONS (PRIVATE) LIMITED,4/20/07,Karachi
8706,0059857,R.A.I. ENTERPRISES (PVT.) LIMITED,3/9/07,Lahore
8707,0059874,LA-Z-BOY (PRIVATE) LIMITED,3/12/07,Karachi
8708,0059556,AL-MATAAF HAJJ & UMRA SERVICES (PRIVATE) LIMITED,2/19/07,Karachi
8709,0059479,ADSWISE MARKETING (PRIVATE) LIMITED,2/14/07,Karachi
8710,0059946,WIZARDS (PVT.) LIMITED,3/15/07,Islamabad
8711,0060531,ANWAR-E-MADINA HAJJ & UMRA (PRIVATE) LIMITED,4/20/07,Islamabad
8712,0058217,MALIK DE SURVEILLANCE COMPANY (PRIVATE) LIMITED,10/9/06,Karachi
8713,0073647,DIGITAL MEDIA SOLUTIONS (PVT.) LIMITED,9/28/10,Islamabad
8714,0059345,BALOCHISTAN MINES & MINERALS DEVELOPMENTAL COMPANY (PRIVATE) LIMITED,2/2/07,Quetta
8715,0059356,NIMRAH (PRIVATE) LIMITED,2/2/07,Karachi
8716,0059730,MISSISSAUGA PRINTING (PVT.) LIMITED,2/28/07,Islamabad
8717,0059752,OGHAB INTERNATIONAL CONSORTIUM (PVT.) LIMITED,3/1/07,Karachi
8718,0059548,QUALITY GOLF PAKISTAN (PRIVATE) LIMITED.,2/16/07,Karachi
8719,0059297,GLOBAL ENER-TECH SYSTEMS (PRIVATE) LIMITED,1/26/07,Karachi
8720,0064637,CONCEPTS TRAVELS (PRIVATE) LIMITED,3/6/08,Karachi
8721,0060381,OXBRIDGE CONSTRUCTIONS (PVT.) LIMITED,4/11/07,Islamabad
8722,0059453,WS TRAVELS (PRIVATE) LIMITED,2/12/07,Islamabad
8723,0059441,FRONTLINE TECHNOLOGIES (PVT.) LIMITED,2/12/07,Islamabad
8724,0070893,ABSOLUTE DEVELOPMENT (PVT.) LIMITED,11/17/09,Karachi
8725,0059970,CISCOS INTERNATIONAL (PVT.) LIMITED,3/19/07,Lahore
8726,0059930,CENTRAL EXCHANGE MINING LIMITED,3/15/07,Islamabad
8727,0081981,AMBIDEX (PVT.) LIMITED,12/10/12,Karachi
8728,0060463,SEDCO CONSULTING (PVT.) LIMITED,4/16/07,Islamabad
8729,0064604,AL ABOOR GENERAL TRADING (PRIVATE) LIMITED,3/5/08,Karachi
8730,0060461,PETROTECH INDUSTRIAL SERVICES (PRIVATE) LIMITED,4/16/07,Karachi
8731,0068878,MANET TECHNOLOGIES (PVT.) LIMITED,3/6/09,Lahore
8732,0064648,CENTIVA (PVT.) LIMITED,3/7/08,Lahore
8733,0070580,ALAM MEDIPLAST (PVT.) LIMITED,10/1/09,Islamabad
8734,0059564,GUL-E-HARMAIN HAJJ & UMRAH SERVICES (PVT.) LIMITED,2/19/07,Islamabad
8735,0059396,SNR TECHNOLOGIES (PVT.) LIMITED,2/7/07,Islamabad
8736,0059897,INFOX (PRIVATE) LIMITED.,3/13/07,Karachi
8737,0060371,COTTON LINK INTERNATIONAL (PRIVATE) LIMITED,4/11/07,Karachi
8738,0060560,GREEN CONCEPT (PRIVATE) LIMITED,4/23/07,Karachi
8739,0060595,SAPPHIRE (PRIVATE) LIMITED,4/24/07,Karachi
8740,0070560,CUBE CARE LINKS (PVT.) LIMITED,9/29/09,Karachi
8741,0059369,HASSAAN & IRFAN BUTT (PVT.) LIMITED,2/6/07,Lahore
8742,0021885,WARRAICH FOOD INDUSTRIES (PRIVATE) LIMITED,6/6/90,Lahore
8743,0058867,SIGN SMITH (PRIVATE) LIMITED,12/15/06,Islamabad
8744,0058883,M. ABDULLAH LOGISTICS (PVT.) LIMITED,12/18/06,Lahore
8745,0058484,HAJI ADAM JOKHIO & COMPANY (PRIVATE) LIMITED,11/13/06,Karachi
8746,0059307,ADA ENTERPRISES (PVT.) LIMITED,1/31/07,Islamabad
8747,0059310,BLACK (PRIVATE) LIMITED,1/31/07,Islamabad
8748,0060607,ARAIZ IMPEX (PVT.) LIMITED,4/25/07,Lahore
8749,0060021,SALYANA (PVT.) LIMITED,3/21/07,Islamabad
8750,0060342,D. CONSULTING (PRIVATE) LIMITED,4/10/07,Karachi
8751,0059119,VARSON TRADING (PRIVATE) LIMITED,1/11/07,Karachi
8752,0058509,THE SURGEON'S COMPANY (PRIVATE) LIMITED,11/14/06,Islamabad
8753,0058576,SACS INTERNATIONAL (PVT.) LIMITED,11/21/06,Lahore
8754,0059281,PARADISE MOVIES (PRIVATE) LIMITED,1/25/07,Islamabad
8755,0059520,SHINE CRYSTAL TRAVELS & TOURISM (PRIVATE) LIMITED,2/15/07,Karachi
8756,0059522,WALK VIEW (PVT.) LIMITED,2/15/07,Lahore
8757,0060625,SAALAR-E-HARAM (PRIVATE) LIMITED,4/25/07,Karachi
8758,0060626,SANZAR & SANAT TRAVEL & TOURS (PRIVATE) LIMITED,4/25/07,Quetta
8759,0059273,ADDOPT (PVT.) LIMITED,1/25/07,Islamabad
8760,0068292,SOFTWAREAGE (PVT.) LIMITED,12/16/08,Karachi
8761,0058643,FAROOQ SAJJAD TRADING (PVT.) LIMITED,11/28/06,Islamabad
8762,0059222,AZMAT SURVEYORS (PRIVATE ) LIMITED.,1/22/07,Karachi
8763,0059941,PRO PHARMA (PRIVATE) LIMITED,3/15/07,Karachi
8764,0059419,VILLAGE RESIDENCIA (PVT.) LIMITED,2/8/07,Islamabad
8765,0059399,ALKHALIQ (PVT.) LIMITED,2/8/07,Lahore
8766,0059830,CAPITAL TRUST (PRIVATE) LIMITED,3/8/07,Karachi
8767,0073652,ESSENTIALS 99 PAKISTAN (PVT.) LIMITED,9/29/10,Karachi
8768,0059850,JAHANGIR TRADING (PVT.) LIMITED,3/9/07,Islamabad
8769,0073635,SAMLI OVERSEAS EMPLOYMENT PROMOTORS (PVT.) LIMITED,9/27/10,Islamabad
8770,0060619,KARWAN-E-ZAKI HAJJ & UMRAH (PRIVATE) LIMITED,4/25/07,Karachi
8771,0059400,EVOLUTION ACCESSORY (PVT.) LIMITED,2/8/07,Lahore
8772,0059865,AAA GLOBAL (PVT.) LIMITED,3/12/07,Karachi
8773,0059887,WESTERN STANDARD (PVT.) LIMITED,3/12/07,Lahore
8774,0058857,EMAAN UNIVERSAL BUILDERS AND MARKETING (PVT.) LIMITED,12/15/06,Islamabad
8775,0058859,FORTUNATE MANAGEMENT (PVT.) LIMITED,12/15/06,Lahore
8776,0058869,XTEC PAKISTAN COMMUNICATIONS (PRIVATE) LIMITED,12/15/06,Islamabad
8777,0059864,ZENITH SUMMIT CONSULTANCY (PRIVATE) LIMITED,3/9/07,Karachi
8778,0059209,MARINA CITY DEVELOPMENT (PRIVATE) LIMITED.,1/19/07,Karachi
8779,0064750,SHAN GEOTHERMAL TECHNOLOGIES (PVT.) LIMITED,3/14/08,Islamabad
8780,0059236,CREATIVE TRENDS (PVT.) LIMITED,1/23/07,Lahore
8781,0060493,APOLLO SOFT (PVT.) LIMITED,4/18/07,Islamabad
8782,0059570,A. A. NOBALHART (PRIVATE) LIMITED,2/20/07,Quetta
8783,0059579,GWADAR ENTERPRISES (PRIVATE) LIMITED,2/20/07,Quetta
8784,0059589,WAKEEL HERBAL LABORATORIES (PVT.) LIMITED,2/20/07,Lahore
8785,0058673,WUERTH PAKISTAN (PRIVATE) LIMITED,11/29/06,Karachi
8786,0059148,R & R CITY TEXTILE  (PRIVATE) LIMITED,1/15/07,Karachi
8787,0059630,G-APEX INTERNATIONAL (PVT.) LIMITED,2/23/07,Islamabad
8788,0073504,HAROON CONSULTANCY SERVICES (PVT.) LIMITED,9/6/10,Lahore
8789,0059501,NEW HORIZON SOLUTIONS (PVT.) LIMITED,2/14/07,Islamabad
8790,0073649,NADEEM CONSTRUCTION (PRIVATE) LIMITED,9/28/10,Islamabad
8791,0060419,CROSS PORTS EUROPE (PRIVATE) LIMITED,4/13/07,Karachi
8792,0060514,ECOM SAVER (PVT.) LIMITED,4/19/07,Lahore
8793,0060513,DESSUS (PVT.) LIMITED,4/19/07,Lahore
8794,0059324,SMW ASTARTE (PVT.) LIMITED,1/31/07,Lahore
8795,0060370,AZROK (PVT.) LIMITED,4/11/07,Lahore
8796,0060374,H. S. AGAR TEXTILE MILLS (PRIVATE) LIMITED,4/11/07,Karachi
8797,0060506,V3 ENTERPRISE (PVT.) LIMITED,4/18/07,Lahore
8798,0059426,OMNI MEDIA (PRIVATE) LIMITED.,2/9/07,Karachi
8799,0059223,COSTA COFFEE (SMC-PVT.) LIMITED,1/22/07,Lahore
8800,0059502,NOVELLE TECHNOLOGIES (PRIVATE) LIMITED,2/14/07,Karachi
8801,0059987,DATA TUNER (PVT.) LIMITED,3/20/07,Islamabad
8802,0059995,MOCHA COFFEE BAR (PVT.) LIMITED,3/20/07,Lahore
8803,0060237,TALKINGFISH (PRIVATE) LIMITED,4/4/07,Islamabad
8804,0060224,IBRAHIM POULTRY (PVT.) LIMITED,4/4/07,Islamabad
8805,0059446,LUARIPAK ENERGY (PRIVATE) LIMITED,2/12/07,Karachi
8806,0060225,KANWAL HAJJ SERVICES (PVT.) LIMITED,4/4/07,Islamabad
8807,0073642,ENSYS (PVT.) LIMITED,9/28/10,Islamabad
8808,0057952,SMARTCITY DEVELOPMENTS (PRIVATE) LIMITED,9/11/06,Karachi
8809,0060430,MEHROO TRAVELS & TOURS (PRIVATE) LIMITED,4/13/07,Karachi
8810,0060991,FINE WORLD TRADING COMPANY (PVT.) LIMITED,5/15/07,Lahore
8811,0061007,TRANSCEND TECHNOLOGIES (PVT.) LIMITED,5/15/07,Lahore
8812,0060822,ASECO (PRIVATE) LIMITED,5/7/07,Karachi
8813,0061182,COMPLETE (PRIVATE) LIMITED,5/23/07,Karachi
8814,0061233,SURE AND SAFE TRADERS (PRIVATE) LIMITED,5/24/07,Quetta
8815,0059745,ZAM'S SECURITY (PRIVATE) LIMITED,2/28/07,Islamabad
8816,0060036,BOOTA INTERNATIONAL (PVT.) LIMITED,3/22/07,Lahore
8817,0060033,AL-GHANI C.N.G. (PVT.) LIMITED,3/22/07,Islamabad
8818,0060587,KHAULA IMPEX (PRIVATE) LIMITED,4/24/07,Quetta
8819,0059976,MICRO DRIP (PRIVATE) LIMITED,3/19/07,Karachi
8820,0060105,DESIGNERS ZONE (PVT.) LIMITED,3/28/07,Lahore
8821,0060109,FATIMA HOUSING SERVICES (PRIVATE) LIMITED,3/28/07,Karachi
8822,0061281,JOHARI HAJJ SERVICES (PRIVATE) LIMITED,5/28/07,Quetta
8823,0072512,NEXT DIMENSION CRO (PVT.) LIMITED,5/17/10,Karachi
8824,0061135,BLISS CHEMICAL PAKISTAN (PRIVATE) LIMITED.,5/21/07,Karachi
8825,0064683,MAFISK TIJARAH (PVT.) LIMITED,3/11/08,Lahore
8826,0060598,SMART TRAVELS (PRIVATE) LIMITED,4/24/07,Quetta
8827,0060629,XTREAM IT (PVT.) LIMITED,4/25/07,Lahore
8828,0060610,CITI INTERNATIONAL TRAVELS & TOURISM (PRIVATE) LIMITED,4/25/07,Karachi
8829,0060108,EMPIRIC MARKETING (PRIVATE) LIMITED,3/28/07,Karachi
8830,0060193,OOOBER (PVT.) LIMITED,4/2/07,Islamabad
8831,0060241,UNICUS TECHNICAL SERVICES (PVT.) LIMITED,4/4/07,Islamabad
8832,0061109,PRINTONE (PRIVATE) LIMITED,5/18/07,Karachi
8833,0061130,AZEEK TRAVEL & TOURS (PRIVATE) LIMITED,5/21/07,Quetta
8834,0061038,PAKISTAN COSMETIC PRODUCTS (PRIVATE) LIMITED,5/16/07,Karachi
8835,0060893,EAGLE CREEK DEVELOPMENTS (PRIVATE) LIMITED,5/9/07,Islamabad
8836,0073677,U.S. CONCEPT (PVT.) LIMITED,10/1/10,Lahore
8837,0064527,SULEMANI ENGINEERING SERVICES (PVT.) LIMITED,2/28/08,Islamabad
8838,0060308,AMMA TRAVEL & TOURS (PRIVATE) LIMITED,4/9/07,Karachi
8839,0061051,VOICE OF SPECIALS (PVT.) LIMITED,5/16/07,Lahore
8840,0060713,PAK SINO UNISYS ENGINEERING (PRIVATE) LIMITED,4/30/07,Islamabad
8841,0060898,LABBAIK-E-BAITULLAH TRAVEL & TOURS (PVT.) LIMITED,5/9/07,Karachi
8842,0060917,IMTIAZ AHMED HAJJ & UMRA SERVICES (PRIVATE) LIMITED,5/10/07,Quetta
8843,0060129,AL-MARJAN HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,3/29/07,Quetta
8844,0060143,INTER MARKET I.T SOLUTIONS (PVT.) LIMITED,3/29/07,Lahore
8845,0060279,AL-KARAM HERBAL CARE (PRIVATE) LIMITED,4/6/07,Islamabad
8846,0060277,AL-ABIR INTERNATIONAL (PVT.) LIMITED,4/6/07,Islamabad
8847,0060315,HALFIA ROSHAN & COMPANY (PVT.) LIMITED,4/9/07,Lahore
8848,0060313,CONCORD STEEL PAKISTAN (PRIVATE) LIMITED,4/9/07,Karachi
8849,0060045,SAHI INDUSTRIES (PRIVATE) LIMITED,3/22/07,Islamabad
8850,0061010,Z. A. CONSTRUCTION  (PRIVATE ) LIMITED,5/15/07,Karachi
8851,0060989,F N H (PRIVATE) LIMITED,5/15/07,Islamabad
8852,0060751,HADI-UL-HUJJAJ (PRIVATE) LIMITED,5/3/07,Karachi
8853,0068312,AGRI-VISTA TOURISM (PVT.) LIMITED,12/18/08,Islamabad
8854,0061347,R4 ASSOCIATES (PRIVATE) LIMITED,5/30/07,Islamabad
8855,0057413,INTERACTIVE VOICE ENTERTAINMENT (PRIVATE) LIMITED,7/18/06,Karachi
8856,0060930,SUNNAT-E-IBRAHIM HAJJ UMRAH SERVICES (PVT.) LIMITED,5/10/07,Islamabad
8857,0060644,GWADAR GAS PIPELINE COMPANY (PRIVATE) LIMITED,4/26/07,Quetta
8858,0060051,AL-MADINA EXPORTS (PVT.) LIMITED,3/26/07,Lahore
8859,0060575,AL-SABAB HAJJ AND UMRAH SERVICES (PRIVATE) LIMITED,4/24/07,Quetta
8860,0060586,HAROON NISAR (PRIVATE) LIMITED,4/24/07,Islamabad
8861,0059568,OUTLOOK MEDIA (PRIVATE) LIMITED.,2/19/07,Karachi
8862,0059394,SAQ TECH SOLUTION (PRIVATE) LIMITED,2/7/07,Quetta
8863,0059583,MABRO INTERNATIONAL CABLES AND HOME APPLIANCES (PVT.) LIMITED,2/20/07,Islamabad
8864,0059586,T-NETWORKS (PRIVATE) LIMITED,2/20/07,Karachi
8865,0060408,KR INTERNATIONAL MANPOWER RECRUITERS (PVT.) LIMITED,4/12/07,Lahore
8866,0060396,ACE FINANCIAL MANAGEMENT SERVICES (PVT.) LIMITED,4/12/07,Islamabad
8867,0060465,AL-GHANI CONSTRUCTION AND DEVELOPERS (PVT.) LIMITED,4/17/07,Islamabad
8868,0060464,A U ENGINEERING (PRIVATE) LIMITED,4/17/07,Karachi
8869,0059300,MRQ VENTURES (PVT.) LIMITED,1/26/07,Islamabad
8870,0060648,IMPERIAL INVESTMENTS (PVT.) LIMITED,4/26/07,Islamabad
8871,0058628,SAIF MEDIA VISION (PVT.) LIMITED,11/27/06,Islamabad
8872,0060417,WORLDWIDE ENERGY LOGISTICS (PRIVATE) LIMITED,4/12/07,Karachi
8873,0060416,UNIFIED D-LABS (PVT.) LIMITED,4/12/07,Islamabad
8874,0060400,BRAIN TECH (PRIVATE) LIMITED,4/12/07,Islamabad
8875,0059958,PANJGOOR LPG TRADERS (PRIVATE) LIMITED,3/16/07,Quetta
8876,0059894,GONDAL ASSOCIATES (PVT.) LIMITED,3/13/07,Islamabad
8877,0059013,BEYOND INNOVATION (PRIVATE) LIMITED,12/29/06,Karachi
8878,0059270,WORLD NATURAL MEDICINE HOSPITAL (PRIVATE) LIMITED,1/24/07,Islamabad
8879,0059515,I LIKE (PVT.) LIMITED,2/15/07,Islamabad
8880,0059511,CORAL MEDICARE (PVT.) LIMITED,2/15/07,Lahore
8881,0059352,H & H SECURITIES (PRIVATE) LIMITED,2/2/07,Karachi
8882,0059357,OIL GAS & ENERGY COMPANY (PRIVATE) LIMITED.,2/2/07,Karachi
8883,0059218,THE HAWK SPEED (PVT.) LIMITED,1/19/07,Lahore
8884,0059355,MXCONN (PVT.) LIMITED,2/2/07,Islamabad
8885,0059259,CITY TOP (PVT.) LIMITED,1/24/07,Lahore
8886,0059252,4W TECHNOLOGIES (PRIVATE) LIMITED,1/24/07,Karachi
8887,0060275,YADGAR HAJJ & UMRA SERVICES (PRIVATE) LIMITED,4/5/07,Quetta
8888,0064544,HST TRADING (PRIVATE) LIMITED,2/29/08,Karachi
8889,0059618,HANGAMA EVENT MANAGEMENT CO. (PVT.) LIMITED,2/22/07,Lahore
8890,0059611,ARABIAN SEA WIND ENERGY (PRIVATE) LIMITED.,2/22/07,Karachi
8891,0060481,NIBAH TRAVELS & TOURS (PRIVATE) LIMITED,4/17/07,Quetta
8892,0060476,LOYAL TRAVELS AND TOURS (PRIVATE) LIMITED,4/17/07,Quetta
8893,0060488,WONDERFUL FOOD INDUSTRIES (PVT.) LIMITED,4/17/07,Lahore
8894,0060487,WASTEWATER BIO (PVT.) LIMITED,4/17/07,Islamabad
8895,0059552,TDM (PVT.) LIMITED,2/16/07,Islamabad
8896,0059714,CARVAN-E-KARACHI HAJJ & UMRAH (PRIVATE) LIMITED,2/28/07,Karachi
8897,0059561,CHICANE SYSTEMS (PRIVATE) LIMITED,2/19/07,Karachi
8898,0059562,CITY CRETE (PRIVATE) LIMITED.,2/19/07,Karachi
8899,0059566,LIFE HEALTH & EDUCATIONAL SERVICES (PVT.) LIMITED,2/19/07,Lahore
8900,0060467,AMZI (PRIVATE) LIMITED,4/17/07,Karachi
8901,0059485,CRANIUM SYSTEMS (PVT.) LIMITED,2/14/07,Lahore
8902,0059482,ALIZEH EST. (PRIVATE) LIMITED,2/14/07,Karachi
8903,0059516,JAND MELU (PVT.) LIMITED,2/15/07,Islamabad
8904,0060529,AL-EMAD BUILDERS (PRIVATE) LIMITED,4/20/07,Islamabad
8905,0060540,PAKISTAN DEVELOPMENT FUND LIMITED,4/20/07,Islamabad
8906,0060532,BAIT-UL-GHAFAR TRAVELS & TOURS (PRIVATE) LIMITED,4/20/07,Karachi
8907,0060545,NKN ASIA (PVT.) LIMITED,4/20/07,Lahore
8908,0058882,KAY DABLUE (PRIVATE) LIMITED,12/18/06,Karachi
8909,0059463,GAN ENGINEERING & MAINTENANCE SERVICES PAKISTAN (PRIVATE) LIMITED.,2/13/07,Karachi
8910,0059461,ESOUL CONSULTANCY SERVICES (PRIVATE) LIMITED,2/13/07,Karachi
8911,0059421,DOSIS GIFT (PVT.) LIMITED,2/9/07,Lahore
8912,0059439,DREAM INTERIORS (PVT.) LIMITED,2/12/07,Lahore
8913,0061072,FIRST BUSINESS SERVICES (PVT.) LIMITED,5/17/07,Lahore
8914,0060462,PREMIER FACILITIES MANAGEMENT (PVT.) LIMITED,4/16/07,Lahore
8915,0060538,HAYAT QADRI HAJJ GROUP (PRIVATE) LIMITED,4/20/07,Quetta
8916,0060858,H.S TRADING (PVT.) LIMITED,5/8/07,Islamabad
8917,0060866,M ONE HAJ & UMRAH SERVICES (PVT.) LIMITED,5/8/07,Islamabad
8918,0060855,EMERGING DEVELOPERS (PVT.) LIMITED,5/8/07,Islamabad
8919,0060390,W M PRO SERV (PVT.) LIMITED,4/11/07,Lahore
8920,0060393,ZAHIR DAIRIES (PRIVATE) LIMITED,4/11/07,Islamabad
8921,0060394,ZAKIR TRAVEL & TOURS (PVT.) LIMITED,4/11/07,Islamabad
8922,0060244,ARTEC ENGINEERING (PRIVATE) LIMITED,4/5/07,Karachi
8923,0060245,ASTUTE ASSOCIATES (PVT.) LIMITED,4/5/07,Islamabad
8924,0060044,R & D PRECISION EXPORTS (PRIVATE) LIMITED,3/22/07,Karachi
8925,0073617,EASE (PVT.) LIMITED,9/23/10,Islamabad
8926,0060827,FREEHOLD (PRIVATE) LIMITED,5/7/07,Karachi
8927,0060819,AL - YAQEEN HAJJ TRAVELS AND TOURS OPERATORS (PRIVATE) LIMITED,5/7/07,Karachi
8928,0060824,COSMOS CONSULTANCY (PRIVATE) LIMITED,5/7/07,Islamabad
8929,0060834,PAK AIR TRAVEL INTERNATIONAL (PRIVATE) LIMITED,5/7/07,Islamabad
8930,0061088,SG LOGISTICS (PRIVATE) LIMITED,5/17/07,Karachi
8931,0060038,G. A. PAKISTAN (PRIVATE) LIMITED,3/22/07,Karachi
8932,0059370,HENKEL LABORATORIES (PRIVATE) LIMITED,2/6/07,Karachi
8933,0060324,REVENUE ENHANCEMENT CO. (PRIVATE) LIMITED,4/9/07,Karachi
8934,0060069,AL-KABEER TRAVEL & TOURS (PRIVATE) LIMITED,3/27/07,Karachi
8935,0073569,AHK MINING (PVT.) LIMITED,9/16/10,Islamabad
8936,0073021,AFTAB BUTT TRADING COMPANY (PVT.) LIMITED,7/2/10,Lahore
8937,0060961,WEAL PAKISTAN (PVT.) LIMITED,5/11/07,Lahore
8938,0061105,NOOR TV (PVT.) LIMITED,5/18/07,Islamabad
8939,0061094,AL-UNZILLAH TOURS & TRAVELS (PVT.) LIMITED,5/18/07,Islamabad
8940,0060878,AFEEF PRINTING & PACKAGING (PRIVATE) LIMITED,5/9/07,Karachi
8941,0058792,JS HOTELS LIMITED,12/11/06,Karachi
8942,0060565,NISAR & SONS (PRIVATE) LIMITED,4/23/07,Karachi
8943,0060283,CAVE DINER (PVT.) LIMITED,4/6/07,Islamabad
8944,0060076,ENERGETICS ENTERPRIZES (PVT.) LIMITED,3/27/07,Lahore
8945,0060082,HASHER & CO. (PRIVATE) LIMITED,3/27/07,Lahore
8946,0060141,GREENS EDUCATION CONSULTANTS (PVT.) LIMITED,3/29/07,Lahore
8947,0060984,TRI STAR HAJJ SERVICES (PRIVATE) LIMITED,5/14/07,Quetta
8948,0060885,ASAD JAMAL (PRIVATE) LIMITED,5/9/07,Islamabad
8949,0064522,I STAR SHOPPING MALL (PVT.) LIMITED,2/27/08,Lahore
8950,0060890,CHOCOLATE STAMPEDE (PVT.) LIMITED,5/9/07,Lahore
8951,0060883,ALI CATERERS & EVENT MANAGERS (PVT.) LIMITED,5/9/07,Lahore
8952,0060888,BUSINESSWOOD (PVT.) LIMITED,5/9/07,Lahore
8953,0061332,DUAB INTERNATIONAL (PVT.) LIMITED,5/30/07,Lahore
8954,0060281,AL-REHMAN HOUSING (PRIVATE) LIMITED,4/6/07,Karachi
8955,0060292,M. ASGHAR INTERNATIONAL (PRIVATE) LIMITED,4/6/07,Islamabad
8956,0060299,THE COUNSELORS (PVT.) LIMITED,4/6/07,Lahore
8957,0060146,N. A. PHARMA (PVT.) LIMITED,3/29/07,Islamabad
8958,0060186,TOP RANGE CARS (PRIVATE) LIMITED,3/30/07,Islamabad
8959,0059988,DUA-E-ARAFAT HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,3/20/07,Karachi
8960,0061352,SMAZ INTERNATIONAL (PVT.) LIMITED,5/30/07,Lahore
8961,0061360,KARVAN ZAIUF-E-HARAM (PRIVATE) LIMITED,5/31/07,Karachi
8962,0070591,BILAL PREMIER CONSTRUCTION (PVT.) LIMITED,10/3/09,Islamabad
8963,0061128,ANAN (PVT.) LIMITED,5/21/07,Lahore
8964,0061132,BALOCHISTAN MINING AND EXPLORATION COMPANY (PRIVATE) LIMITED,5/21/07,Karachi
8965,0060133,BIG BANG COMMUNICATIONS (PRIVATE) LIMITED,3/29/07,Karachi
8966,0060039,HEALTH AND WEALTH INTERNATIONAL (PVT.) LIMITED,3/22/07,Lahore
8967,0059985,BLUESKY ADVENTURES (PVT.) LIMITED,3/20/07,Islamabad
8968,0064607,DATA FLAT (PVT.) LIMITED,3/6/08,Islamabad
8969,0060670,BASHIR AHMED HAJJ & UMRA SERVICES (PRIVATE) LIMITED,4/27/07,Quetta
8970,0061475,ZUMRUD IMPEX (PVT.) LIMITED,6/6/07,Lahore
8971,0061451,M. IQBAL RICE TRADERS (PVT.) LIMITED,6/6/07,Lahore
8972,0061391,RAW SOLUTIONS (PRIVATE) LIMITED,6/4/07,Karachi
8973,0060640,FARNAS TOUR OPERATORS (PRIVATE) LIMITED,4/26/07,Karachi
8974,0060788,ZHOB TRAVELS & TOURS (PRIVATE) LIMITED,5/3/07,Quetta
8975,0061405,DAWARZAI HAJ UMRA SERVCES (PVT.) LIMITED,6/5/07,Islamabad
